file_name,file_id,sentence_text,church_father_id,church_father_name,footnote_text,citation_parsed,detection_source,reference_type,patristic_work,patristic_text,confidence,notes
12925.xml,file12925,"Lege, oro, ea, quae Augustinus scripsit contra epistolam Parmeniani lib. 3, cap. 2.An dieser Stelle kommentiert Augustin Paulus' Ermahnung in 1Kor 5, 5-13, und 1Kor 6, 9-10, das Böse aus der Gemeinde zu entfernen und nach der Heiligkeit zu trachten (CSEL LI 104-124). - Bullinger benutzte den im Jahr 1528 erschienenen Band 7 der von Johannes Froben in Basel gedruckten Gesamtausgabe von Augustin (VD16 A4148), die er selbst besaß; s. HBBibl III 73f, Nr. 10. Der Bezugstext findet sich im Basler Druck auf S. 36-43.",p18700,Augustinus von Hippo,"An dieser Stelle kommentiert Augustin Paulus' Ermahnung in 1Kor 5, 5-13, und 1Kor 6, 9-10, das Böse aus der Gemeinde zu entfernen und nach der Heiligkeit zu trachten (CSEL LI 104-124). - Bullinger benutzte den im Jahr 1528 erschienenen Band 7 der von Johannes Froben in Basel gedruckten Gesamtausgabe von Augustin (VD16 A4148), die er selbst besaß; s. HBBibl III 73f, Nr. 10. Der Bezugstext findet sich im Basler Druck auf S. 36-43.","An dieser Stelle kommentiert Augustin Paulus' Ermahnung in 1Kor 5, 5-13, und 1Kor 6, 9-10, das Böse aus der Gemeinde zu entfernen und nach der Heiligkeit zu trachten (CSEL LI 104-124). - Bullinger ben",TEI,,,,,
12925.xml,file12925,"Lege, oro, ea, quae Augustinus scripsit contra epistolam Parmeniani lib. 3, cap. 2.An dieser Stelle kommentiert Augustin Paulus' Ermahnung in 1Kor 5, 5-13, und 1Kor 6, 9-10, das Böse aus der Gemeinde zu entfernen und nach der Heiligkeit zu trachten (CSEL LI 104-124). - Bullinger benutzte den im Jahr 1528 erschienenen Band 7 der von Johannes Froben in Basel gedruckten Gesamtausgabe von Augustin (VD16 A4148), die er selbst besaß; s. HBBibl III 73f, Nr. 10. Der Bezugstext findet sich im Basler Druck auf S. 36-43.",p18700,Augustinus von Hippo,"An dieser Stelle kommentiert Augustin Paulus' Ermahnung in 1Kor 5, 5-13, und 1Kor 6, 9-10, das Böse aus der Gemeinde zu entfernen und nach der Heiligkeit zu trachten (CSEL LI 104-124). - Bullinger benutzte den im Jahr 1528 erschienenen Band 7 der von Johannes Froben in Basel gedruckten Gesamtausgabe von Augustin (VD16 A4148), die er selbst besaß; s. HBBibl III 73f, Nr. 10. Der Bezugstext findet sich im Basler Druck auf S. 36-43.","An dieser Stelle kommentiert Augustin Paulus' Ermahnung in 1Kor 5, 5-13, und 1Kor 6, 9-10, das Böse aus der Gemeinde zu entfernen und nach der Heiligkeit zu trachten (CSEL LI 104-124). - Bullinger ben",TEI,,,,,
11592.xml,file11592,"Hęc quanquam ita sint, tamen, quoniam locus ipse et professionis fides cogebat me indissimulanter omnia dicere, cum viderem esse inter parietesD. h. im privaten Bereich (vgl. z. B. das in Augustins ""De civitate dei"" 6, 5 überlieferte Varro-Zitat). rem, hęc, quae hic vides,Die nach Zürich gesandte Kopie der Schrift ""De coena domini Simonis Grynaei dictata in cap. XI. 1. Cor.""findet sich in Zürich ZB, Ms Car I 108a (44 Bi., von unbekannter Hand, Überschrift [von Bullingers Hand?]: ""Simonis Grynaei scripturn de coena"", mit eigenhändigen Korrekturen von Grynäus). Eine in Basel liegende Abschrift (Basel UB, Ms A XIII 24) enthält eine Randbemerkung von Francisco de Enzinas (vgl. Carlos Gilly, Spanien und der Basler Buchdruck bis 1600. Ein Querschnitt durch die spanische Geistesgeschichte aus der Sicht einer europäischen Buchdruckerstadt, Basel-Frankfurt a. M. 1985. - Basler Beiträge zur Geschichtswissenschaft 151, S. 352, Anm. 286). Eine weitere Kopie wurde nach Straßburg gesandt (Straßburg Stadtarchiv, AST, Nr. 9, 132-157; freundlicher Hinweis von Frau Prof. Amy Nelson Burnett, University of Nebraska-Lincoln). Zum Inhalt der Schrift vgl. Bullingers ausführliche Stellungnahme vom 26. Juli (unten Nr. 1550). dictavi fratribus non eo proposito, ut quoque ederentur,In einem Brief vom 7. März 1547 versprach Enzinas, Grynäus' Witwe von der Veröffentlichung der Schrift abzuhalten; s. Francisco de Enzinas, Epistolario. Edición crítica por Ignacio J. García Pinilla, Genf 1995. -Travaux d'Humanisme et Renaissance CCXC, S. 208-210, Nr. 26; vgl. Gilly, aaO, S. 353. sed ut satis meae professioni facerem et necessitati, quomodo tamen me circumv[en]it[?]Unleserlich; Johann Jakob Simler las quae tum me circumvenit (Zürich ZB, Ms S 199, 135), Traugott Schieß verzichtete auf einen Transkriptionsversuch..",p18700,Augustinus von Hippo,,,TEI,,,,,
10897.xml,file10897,"Quid Ireneus, quęso, facit in confessionis initioSiehe BucerDS VI/1 120, 3f. author obscurus et qui a veteribus non ubique solidus est iudicatus?",p18056,Irenäus von Lyon,"Siehe BucerDS VI/1 120, 3f.","BucerDS VI/1 120, 3f.",TEI,,,,,
5473.xml,file5473,"Hominem vero extra trinitatem submovet, cui partes mediatoris, servi et intercessoris tribuit ad trinitatem: quam hęresim describit Athanasius fol. 91 Basil.",p18895,Athanasius von Alexandrien,,,TEI,,,,,
5473.xml,file5473,"Sic Irenaeus in multis locis, lib. 4. c. 1. 2. lib. 3. c. 6.",p18056,Irenäus von Lyon,,,TEI,,,,,
5473.xml,file5473,"Sic Tertullianus de praescriptionibus hęreticorum, ubi regulam fidei edit inviolatam nisi ab haereticis.",p17746,Quintus Septimius Florens Tertullian,,,TEI,,,,,
5473.xml,file5473,"Sed qui duo principia inducit, aut duos patres, aut duos filios, aut non eiusdem naturae genitum cum genitore, hic duos deos introducit, quod quoque Hilarius, Basilius, Athanasius etc. docent, neque alio diversitatem aut pluralitatem deorum induci, nisi hoc uno modo, si natura diversa introducatur, ubi iam pater non esset principium filii sui, sed essent duo principia, duo ingenita, qualis fuit Martion etc.",p18048,Hilarius von Poitiers,,,TEI,,,,,
5473.xml,file5473,"Sicut et Basilius unum deum numero esse negat, et Cyprianus Ep. 141. in Symbolo.",p18887,Basilius der Grosse (Caesariensis),,,TEI,,,,,
5473.xml,file5473,"Sicut et Basilius unum deum numero esse negat, et Cyprianus Ep. 141. in Symbolo.",p18988,Cyprian,,,TEI,,,,,
5473.xml,file5473,"Hilarius quoque (lib. 7 de Trin. fol. 128) apertissime hoc defendit et ita loquitur: Unus et unus deus, deus ingenitus, deus unigenitus.",p18048,Hilarius von Poitiers,,,TEI,,,,,
5473.xml,file5473,"Sic Basilius distincte esse loquendum de patre et filio docet (contra Sabell. Tom. 1 fol. 503), atque eo ipso Sabellium cadere et Anomium conteri dicit: Unus deus et pater, unus deus et filius, non dii duo: nam patri filius similis est.",p18887,Basilius der Grosse (Caesariensis),,,TEI,,,,,
5473.xml,file5473,"Sic Athanasius ad Epictetum et contra gregales Sabellii, Nazianzenus etc.",p18895,Athanasius von Alexandrien,,,TEI,,,,,
5473.xml,file5473,Satis respondisse putamus Tertullianum in libro de Trinitate et alias: tum Hilarius lib. 9. de Trinitate fol 176. et caeteri.,p17746,Quintus Septimius Florens Tertullian,,,TEI,,,,,
5473.xml,file5473,Satis respondisse putamus Tertullianum in libro de Trinitate et alias: tum Hilarius lib. 9. de Trinitate fol 176. et caeteri.,p18048,Hilarius von Poitiers,,,TEI,,,,,
12064.xml,file12064,"Dicunt se non contra disputationem docere, nam eam esse celebrem idque iuxta temporis rationem, in multis tamen deficere; et quia inventis facile possit addiDieser Gedanke wurde von Aristoteles geprägt; vgl. Boethius, Aristoteles secundum translationem quam fecit Boethius, De sophisticis elenchis, II 9: ""Eo autem comperto, facile est adjicere, coaptareque reliquum"" (MPL LXIV 1040) bzw. ""Hoc autem invento facile est addere et augere reliquum"" (Aristoteles Latinus, VI 1-3. De sophisticis elenchis, hg. v. Bernard G. Dod, Leiden-Brüssel 1975, S. 59, 6). eaque magis expoliri, id se et in divinisNach divinis gestrichenes s[cripturis]. rebus ex sanctis scripturis pręstare velle.",p18989,Anicius Manlius Severinus Boethius,"Dieser Gedanke wurde von Aristoteles geprägt; vgl. Boethius, Aristoteles secundum translationem quam fecit Boethius, De sophisticis elenchis, II 9: ""Eo autem comperto, facile est adjicere, coaptareque reliquum"" (MPL LXIV 1040) bzw. ""Hoc autem invento facile est addere et augere reliquum"" (Aristoteles Latinus, VI 1-3. De sophisticis elenchis, hg. v. Bernard G. Dod, Leiden-Brüssel 1975, S. 59, 6).","Dod, Leiden-Brüssel 1975,  59, 6).",TEI,,,,,
10920.xml,file10920,"Quae res meo iuditio quidem plana est teste etiam AugustinoAugustin, De civitate dei 21, 25; vgl. BucerDS VI/1 149,22-150,1 mit Anm. 105. et post illum EcolampadioOekolampad, Quid de Eucharistia veteres ... senserint, dialogus ..., [Basel] 1530, f. i 8r.-v.; vgl. BucerDS VI/1 223 mit Anm. 52. nostro.",p18700,Augustinus von Hippo,,,TEI,,,,,
10920.xml,file10920,"Quae res meo iuditio quidem plana est teste etiam AugustinoAugustin, De civitate dei 21, 25; vgl. BucerDS VI/1 149,22-150,1 mit Anm. 105. et post illum EcolampadioOekolampad, Quid de Eucharistia veteres ... senserint, dialogus ..., [Basel] 1530, f. i 8r.-v.; vgl. BucerDS VI/1 223 mit Anm. 52. nostro.",p18700,Augustinus von Hippo,,,TEI,,,,,
10908.xml,file10908,"Acht wol, S[ant] Benedicten regelVgl. Benedikt von Nursia, Regula monachorum, bes. Kap. 39. thuͤge imm nut wee.",p17828,Benedikt von Nursia,"Vgl. Benedikt von Nursia, Regula monachorum, bes. Kap. 39.","Benedikt von Nursia, Regula monachorum, bes. Kap. 39.",TEI,,,,,
10908.xml,file10908,"Acht wol, S[ant] Benedicten regelVgl. Benedikt von Nursia, Regula monachorum, bes. Kap. 39. thuͤge imm nut wee.",p17828,Benedikt von Nursia,"Vgl. Benedikt von Nursia, Regula monachorum, bes. Kap. 39.","Benedikt von Nursia, Regula monachorum, bes. Kap. 39.",TEI,,,,,
3360.xml,file3360,"Ego symbolo apostolico, Niceno et Athanasii adhereo et contrariam doctrinam ex corde abhorreo.",p18895,Athanasius von Alexandrien,,,TEI,,,,,
12448.xml,file12448,"Incidit Paulo cum collega Petro gravissima contentio,Gal 2. non de re levi et supervacanea, sed de capite salutis nostrae, an scilicet gentes quoque ad communionem Christi pertineant, an puri et sancti sint ethnici per fidem Christi absque legalium adminiculoRobert Grosseteste, Glossa in sancti Pauli epistulam ad Corinthios II., 165f. 173; Thomas von Aquin, Summae theologiae prima secundae, 98, 6, 9. 11 und 16..",p18357,Thomas von Aquin,,,TEI,,,,,
12448.xml,file12448,"Ea in re restitit in faciem Petro doctor gentiumdoctor gentium: Paulus., et acriter et palam illum corripuit dicens apertissime illumGal 2, 11. non recto pede incedere ad veritatem evangeliiVgl. Tertullian, Adversus Marcionem, IV, 3; V, 3; Hieronymus, Adversus Rufinum, III, 1, 3..",p17746,Quintus Septimius Florens Tertullian,"Vgl. Tertullian, Adversus Marcionem, IV, 3; V, 3; Hieronymus, Adversus Rufinum, III, 1, 3.","Adversus Marcionem, IV, 3; V, 3; Hieronymus",TEI,,,,,
12448.xml,file12448,"Ea in re restitit in faciem Petro doctor gentiumdoctor gentium: Paulus., et acriter et palam illum corripuit dicens apertissime illumGal 2, 11. non recto pede incedere ad veritatem evangeliiVgl. Tertullian, Adversus Marcionem, IV, 3; V, 3; Hieronymus, Adversus Rufinum, III, 1, 3..",p18986,Sophronius Eusebius Hieronymus,"Vgl. Tertullian, Adversus Marcionem, IV, 3; V, 3; Hieronymus, Adversus Rufinum, III, 1, 3.","Adversus Marcionem, IV, 3; V, 3; Hieronymus",TEI,,,,,
12448.xml,file12448,"Cum Nazareis aut Mineis eundem Christum cum Paulo praedicantibus gravior multo intercessit concertatio illis cum Christo legalia quoque negantibus,Siehe dazu Hieronymus, Epistulae, 112, 13 (CSEL LV 381); Bullinger, In omnes Apostolicas epistolas, divi videlicet Pauli XIIII. et VII. Canonicas, commentarii, Zürich 1537 (VD16 B4970), S. 2. 263 (HBTS VI 18. 468). - Die Minäer oder Nazaräer waren Ebioniten (judaisierende Christen). hocPaulus. autem solum et purum Christum et fidem in Christum praedicante.",p18986,Sophronius Eusebius Hieronymus,"Siehe dazu Hieronymus, Epistulae, 112, 13 (CSEL LV 381); Bullinger, In omnes Apostolicas epistolas, divi videlicet Pauli XIIII. et VII. Canonicas, commentarii, Zürich 1537 (VD16 B4970), S. 2. 263 (HBTS VI 18. 468). - Die Minäer oder Nazaräer waren Ebioniten (judaisierende Christen).","Hieronymus, Epistulae, 112, 13 (CSEL LV 381); Bullinger",TEI,,,,,
12460.xml,file12460,"Scribam proxime Theodoro nostroTheodor Bibliander. - Dieser Brief ist nicht bekannt. et GvaltheroBlarer bedankte sich bei Gwalther am 11. Mai; s. Blarer BW II 443, Nr. 1286., cui maximas gratias habeo pro Theodoreti libello,Theodorets Schrift ""De providentia sermones X"" (s. dazu Nr. 2326, Anm. 1), die Gwalther am 22. März an Blarer gesandt hatte; s. Blarer BW II 430, Nr. 1269. quo diu iam nihil eruditius aut iucundius legi.",p18346,Theodoret von Kyrrhos,,,TEI,,,,,
12460.xml,file12460,"Scribam proxime Theodoro nostroTheodor Bibliander. - Dieser Brief ist nicht bekannt. et GvaltheroBlarer bedankte sich bei Gwalther am 11. Mai; s. Blarer BW II 443, Nr. 1286., cui maximas gratias habeo pro Theodoreti libello,Theodorets Schrift ""De providentia sermones X"" (s. dazu Nr. 2326, Anm. 1), die Gwalther am 22. März an Blarer gesandt hatte; s. Blarer BW II 430, Nr. 1269. quo diu iam nihil eruditius aut iucundius legi.",p18346,Theodoret von Kyrrhos,,,TEI,,,,,
12460.xml,file12460,"Multum vos salvere iubet germanus meus fraterThomas Blarer.; et ipse scripturus pariter et gratias pro misso libroWohl auch Theodorets Schrift; s. oben Anm. 22. Bullinger wird das Büchlein mit seinem nicht erhaltenen Dankbrief für Thomas Blarers Schreiben vom 18. März (Nr. 2384) geschickt haben. acturus, si per urgentia nunc negocia liceatAus diesem Zeitraum ist ein solcher Brief nicht erhalten..",p18346,Theodoret von Kyrrhos,,,TEI,,,,,
10511.xml,file10511,"IreneusIrenäus, Adv. haer. IV, 18, 5.: celeste et terrestre, ChrysostomusChrysostomus, In Mt. horn. 82, 4.: sensibile et intellegibile seu spirituale, sacramentum et res sacramenti seu signatum, AugustinusVgl. Augustin, Serm. 57, 7. 131, 1.: unum oris et ventris, alterum animę et fidei cibus et potus.",p4541,Johannes Chrysostomus,"Vgl. Augustin, Serm. 57, 7. 131, 1.","Augustin, Serm. 57, 7. 131, 1.",TEI,,,,,
10511.xml,file10511,"IreneusIrenäus, Adv. haer. IV, 18, 5.: celeste et terrestre, ChrysostomusChrysostomus, In Mt. horn. 82, 4.: sensibile et intellegibile seu spirituale, sacramentum et res sacramenti seu signatum, AugustinusVgl. Augustin, Serm. 57, 7. 131, 1.: unum oris et ventris, alterum animę et fidei cibus et potus.",p4541,Johannes Chrysostomus,"Vgl. Augustin, Serm. 57, 7. 131, 1.","Augustin, Serm. 57, 7. 131, 1.",TEI,,,,,
10511.xml,file10511,"IreneusIrenäus, Adv. haer. IV, 18, 5.: celeste et terrestre, ChrysostomusChrysostomus, In Mt. horn. 82, 4.: sensibile et intellegibile seu spirituale, sacramentum et res sacramenti seu signatum, AugustinusVgl. Augustin, Serm. 57, 7. 131, 1.: unum oris et ventris, alterum animę et fidei cibus et potus.",p18700,Augustinus von Hippo,"Vgl. Augustin, Serm. 57, 7. 131, 1.","Augustin, Serm. 57, 7. 131, 1.",TEI,,,,,
10511.xml,file10511,"IreneusIrenäus, Adv. haer. IV, 18, 5.: celeste et terrestre, ChrysostomusChrysostomus, In Mt. horn. 82, 4.: sensibile et intellegibile seu spirituale, sacramentum et res sacramenti seu signatum, AugustinusVgl. Augustin, Serm. 57, 7. 131, 1.: unum oris et ventris, alterum animę et fidei cibus et potus.",p18700,Augustinus von Hippo,"Vgl. Augustin, Serm. 57, 7. 131, 1.","Augustin, Serm. 57, 7. 131, 1.",TEI,,,,,
10538.xml,file10538,"Est enim offendiculum acceptum, non datumDie Unterscheidung von scandalum acceptum und datum bzw. passivum und activum findet sich schon bei Thomas von Aquin (S. th. II/II 43, 2, 3) und beispielsweise auch in Melanchthons ""Loci communes"" (MSA II/2 788, 17-23; 792, 9-22)..",p18357,Thomas von Aquin,,,TEI,,,,,
12449.xml,file12449,"Gratissimum donum misisti,Wohl die griechisch-lateinische Ausgabe der Schrift ""De providentia sermones X"" von Theodoret; vgl. Nr. 2397,1f. signum candidi erga me animi.",p18346,Theodoret von Kyrrhos,,,TEI,,,,,
12449.xml,file12449,"Corium obvolutum cum libro mittam, quem nuper petiisti,Wohl die Boethius-Ausgabe; s. dazu Nr. 2394,1-3. paucos post dies, quum incidero in tabellarium.",p18989,Anicius Manlius Severinus Boethius,,,TEI,,,,,
11801.xml,file11801,"Iul. Firmici etcIulius Firmicus Maternus, Astronomicῶn lib. VIII [...] [Mathesis], Basel (Johann Herwagen) 1533 (VD 16 F 1119). Die Ausgabe enthält weitere astronomische Schriften von verschiedenen Autoren. - Iulius Firmicus Maternus aus Sizilien verfasste um 335/336 n. Chr. ein neuplatonisch geprägtes Handbuch der Astrologie (""Matheseos libri VIII""). Seine zweite Schrift, ""De errore profanorum religionum"", entstand zwischen 343 und 350 nach seiner Bekehrung zum Christentum und wurde erst 1562 erstmals gedruckt. - Lit.: Karl Hoheisel, in: DNP IV 523f.. 9 batz.",p18058,Iulius Firmicus Maternus,,,TEI,,,,,
11801.xml,file11801,"Iul. Firmici etcIulius Firmicus Maternus, Astronomicῶn lib. VIII [...] [Mathesis], Basel (Johann Herwagen) 1533 (VD 16 F 1119). Die Ausgabe enthält weitere astronomische Schriften von verschiedenen Autoren. - Iulius Firmicus Maternus aus Sizilien verfasste um 335/336 n. Chr. ein neuplatonisch geprägtes Handbuch der Astrologie (""Matheseos libri VIII""). Seine zweite Schrift, ""De errore profanorum religionum"", entstand zwischen 343 und 350 nach seiner Bekehrung zum Christentum und wurde erst 1562 erstmals gedruckt. - Lit.: Karl Hoheisel, in: DNP IV 523f.. 9 batz.",p18058,Iulius Firmicus Maternus,,,TEI,,,,,
11801.xml,file11801,"Iul. Firmici etcIulius Firmicus Maternus, Astronomicῶn lib. VIII [...] [Mathesis], Basel (Johann Herwagen) 1533 (VD 16 F 1119). Die Ausgabe enthält weitere astronomische Schriften von verschiedenen Autoren. - Iulius Firmicus Maternus aus Sizilien verfasste um 335/336 n. Chr. ein neuplatonisch geprägtes Handbuch der Astrologie (""Matheseos libri VIII""). Seine zweite Schrift, ""De errore profanorum religionum"", entstand zwischen 343 und 350 nach seiner Bekehrung zum Christentum und wurde erst 1562 erstmals gedruckt. - Lit.: Karl Hoheisel, in: DNP IV 523f.. 9 batz.",p18058,Iulius Firmicus Maternus,,,TEI,,,,,
592.xml,file592,"Libros, Eusebii opera, Dionisii Halicarnassei Graece, Tertulliani et Athanasii Latine et alios quosdam, brevi ad te mittere statui; fortasse autem commodum fuerit, si meum famulum expedivero.",p17899,Eusebius von Caesarea,,,TEI,,,,,
592.xml,file592,"Libros, Eusebii opera, Dionisii Halicarnassei Graece, Tertulliani et Athanasii Latine et alios quosdam, brevi ad te mittere statui; fortasse autem commodum fuerit, si meum famulum expedivero.",p17746,Quintus Septimius Florens Tertullian,,,TEI,,,,,
592.xml,file592,"Libros, Eusebii opera, Dionisii Halicarnassei Graece, Tertulliani et Athanasii Latine et alios quosdam, brevi ad te mittere statui; fortasse autem commodum fuerit, si meum famulum expedivero.",p18895,Athanasius von Alexandrien,,,TEI,,,,,
1012.xml,file1012,"Folenii nihil ediderunt, habent sub prelo opera d. Gregorii et Basilium Gręcum supl.",p18489,Papst Gregor I. (der Große),,,TEI,,,,,
1012.xml,file1012,"Folenii nihil ediderunt, habent sub prelo opera d. Gregorii et Basilium Gręcum supl.",p18887,Basilius der Grosse (Caesariensis),,,TEI,,,,,
6147.xml,file6147,"Gregorii librum illum blasphemum nondum vidi, nec si vidissem possem intra nundinas respondere.",p18489,Papst Gregor I. (der Große),,,TEI,,,,,
5328.xml,file5328,"Non est, quod vel Augustini vel Carlini literas remittas; discerpe tamen.",p18700,Augustinus von Hippo,,,TEI,,,,,
11593.xml,file11593,"Scio, Grynęe doctissime, quid de carne Christi vivifica Cyrillus Alexandrinus contra dogma Nestorii una cum synodo, quae apud Alexandriam convenit, decrevit et quos anathematismos fecerit,Mit seinen zwölf Anathematismen griff Cyrill von Alexandrien im Jahr 430 die Christologie des Nestorius an (s. ACO I/1 1 40-42, bes. 41,28-42,2 = Denzinger 252-263, bes. 262; vgl. Lionel R. Wickham, Art. Nestorius/Nestorianischer Streit, in: TRE XXIV 276-286, bes. 280). Grynäus hatte mit folgender Bemerkung auf diese Stelle angespielt: ""Itaque ζωόπιον [!] Christi carnem esse negare anathema apud veteres erat"" (aaO, f. 8v.). quomodo idem a TheodoretoTheodoret, Bischof von Kyrrhos (s. Nr. 1500, Anm. 82), war zu Beginn des nestorianischen Streits einer der führenden Gegner Cyrills., Cyri episcopo, reprehensus sit et hic rursus ab illo refutatus;Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452). rursus, quid huius eiusdem Cyrilli opera synodus, quae apud Ephesum confluxerat, definiitDas Konzil zu Ephesus (431) folgte Cyrill und verurteilte Nestorius; s. bes. ACO I/1 2 54, 16-28; Denzinger 264; vgl. Jacques Liébaert, Art. Ephesus, in: TRE IX 753f..",p17867,Cyrill von Alexandrien,"Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).","Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).",TEI,,,,,
11593.xml,file11593,"Scio, Grynęe doctissime, quid de carne Christi vivifica Cyrillus Alexandrinus contra dogma Nestorii una cum synodo, quae apud Alexandriam convenit, decrevit et quos anathematismos fecerit,Mit seinen zwölf Anathematismen griff Cyrill von Alexandrien im Jahr 430 die Christologie des Nestorius an (s. ACO I/1 1 40-42, bes. 41,28-42,2 = Denzinger 252-263, bes. 262; vgl. Lionel R. Wickham, Art. Nestorius/Nestorianischer Streit, in: TRE XXIV 276-286, bes. 280). Grynäus hatte mit folgender Bemerkung auf diese Stelle angespielt: ""Itaque ζωόπιον [!] Christi carnem esse negare anathema apud veteres erat"" (aaO, f. 8v.). quomodo idem a TheodoretoTheodoret, Bischof von Kyrrhos (s. Nr. 1500, Anm. 82), war zu Beginn des nestorianischen Streits einer der führenden Gegner Cyrills., Cyri episcopo, reprehensus sit et hic rursus ab illo refutatus;Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452). rursus, quid huius eiusdem Cyrilli opera synodus, quae apud Ephesum confluxerat, definiitDas Konzil zu Ephesus (431) folgte Cyrill und verurteilte Nestorius; s. bes. ACO I/1 2 54, 16-28; Denzinger 264; vgl. Jacques Liébaert, Art. Ephesus, in: TRE IX 753f..",p17867,Cyrill von Alexandrien,"Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).","Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).",TEI,,,,,
11593.xml,file11593,"Scio, Grynęe doctissime, quid de carne Christi vivifica Cyrillus Alexandrinus contra dogma Nestorii una cum synodo, quae apud Alexandriam convenit, decrevit et quos anathematismos fecerit,Mit seinen zwölf Anathematismen griff Cyrill von Alexandrien im Jahr 430 die Christologie des Nestorius an (s. ACO I/1 1 40-42, bes. 41,28-42,2 = Denzinger 252-263, bes. 262; vgl. Lionel R. Wickham, Art. Nestorius/Nestorianischer Streit, in: TRE XXIV 276-286, bes. 280). Grynäus hatte mit folgender Bemerkung auf diese Stelle angespielt: ""Itaque ζωόπιον [!] Christi carnem esse negare anathema apud veteres erat"" (aaO, f. 8v.). quomodo idem a TheodoretoTheodoret, Bischof von Kyrrhos (s. Nr. 1500, Anm. 82), war zu Beginn des nestorianischen Streits einer der führenden Gegner Cyrills., Cyri episcopo, reprehensus sit et hic rursus ab illo refutatus;Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452). rursus, quid huius eiusdem Cyrilli opera synodus, quae apud Ephesum confluxerat, definiitDas Konzil zu Ephesus (431) folgte Cyrill und verurteilte Nestorius; s. bes. ACO I/1 2 54, 16-28; Denzinger 264; vgl. Jacques Liébaert, Art. Ephesus, in: TRE IX 753f..",p18346,Theodoret von Kyrrhos,"Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).","Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).",TEI,,,,,
11593.xml,file11593,"Scio, Grynęe doctissime, quid de carne Christi vivifica Cyrillus Alexandrinus contra dogma Nestorii una cum synodo, quae apud Alexandriam convenit, decrevit et quos anathematismos fecerit,Mit seinen zwölf Anathematismen griff Cyrill von Alexandrien im Jahr 430 die Christologie des Nestorius an (s. ACO I/1 1 40-42, bes. 41,28-42,2 = Denzinger 252-263, bes. 262; vgl. Lionel R. Wickham, Art. Nestorius/Nestorianischer Streit, in: TRE XXIV 276-286, bes. 280). Grynäus hatte mit folgender Bemerkung auf diese Stelle angespielt: ""Itaque ζωόπιον [!] Christi carnem esse negare anathema apud veteres erat"" (aaO, f. 8v.). quomodo idem a TheodoretoTheodoret, Bischof von Kyrrhos (s. Nr. 1500, Anm. 82), war zu Beginn des nestorianischen Streits einer der führenden Gegner Cyrills., Cyri episcopo, reprehensus sit et hic rursus ab illo refutatus;Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452). rursus, quid huius eiusdem Cyrilli opera synodus, quae apud Ephesum confluxerat, definiitDas Konzil zu Ephesus (431) folgte Cyrill und verurteilte Nestorius; s. bes. ACO I/1 2 54, 16-28; Denzinger 264; vgl. Jacques Liébaert, Art. Ephesus, in: TRE IX 753f..",p18346,Theodoret von Kyrrhos,"Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).","Anfang 431 verfasste Theodoret eine Schrift gegen Cyrills ""Anathematismen""; ihr Inhalt ist in der Apologie überliefert, mit welcher Cyrill antwortete (ACO III 6 107-146; MPG LXXVI 385-452).",TEI,,,,,
